id,term,english,category,alphabet_index,korean_initial,definition,detailed_explanation,related_concepts,source_files,exam_note,known_status,last_reviewed,review_count
CS-120,해시,Hash,보안,H,ㅎ,임의 길이 데이터를 고정 길이 요약값으로 변환해 무결성 확인과 비밀번호 저장 등에 쓰는 단방향 함수입니다.,"의미: 해시는 데이터를 숨기거나 변조 여부와 신원을 확인하기 위한 암호·인증 기술입니다. 기밀성, 무결성, 인증 중 어떤 보안 속성을 제공하는지 구분해야 합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[RBAC]], [[암호화]], [[전자서명]], [[PKI]], [[인증]]",04-IT-필기-핵심정리.md; 10-03-01-XSS-SQL-Injection.md; 02-01-기본-전제와-일정.md,"보안 문제에서는 해시의 정의만 쓰지 말고 관련 개념(RBAC, 암호화, 전자서명)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-121,해시 체인,Hash Chain,금융IT·신기술,H,ㅎ,각 데이터가 이전 데이터의 해시를 포함해 순서와 변조 여부를 검증할 수 있게 한 구조입니다.,"의미: 해시 체인은 중앙기관 없이도 거래 기록의 무결성과 합의를 유지하기 위한 디지털 원장·자산 개념입니다. 신뢰를 코드와 합의 규칙으로 어떻게 대체하는지 봐야 합니다. 동작/활용: 실무에서는 금융 안정성, 보안, 규제 준수, 이용자 보호와 기술 효율성을 함께 판단하는 기준이 됩니다.","[[블록체인]], [[분산원장]], [[머클 트리]], [[합의 알고리즘]], [[전자금융]]",보강 개념(페이지 직접 언급 없음),"금융IT·신기술 문제에서는 해시 체인의 정의만 쓰지 말고 관련 개념(블록체인, 분산원장, 머클 트리)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-122,HAVING,HAVING,데이터베이스,H,H,GROUP BY로 묶인 그룹에 대해 조건을 적용하는 절입니다.,"의미: HAVING는 데이터베이스에 원하는 구조나 결과를 요청하기 위한 명령·절·객체에 해당합니다. 어떤 데이터를 만들고, 고르고, 묶고, 연결하고, 제어하는지로 의미를 구분하면 됩니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[WHERE]], [[GROUP BY]], [[ORDER BY]], [[JOIN]], [[SQL]]",13-01-01-SELECT-WHERE-GROUP-BY.md; 07-03-SQL.md; 05-02-기업은행-기출.md,"데이터베이스 문제에서는 HAVING의 정의만 쓰지 말고 관련 개념(WHERE, GROUP BY, ORDER BY)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-123,힙,Heap,자료구조·알고리즘,H,ㅎ,부모와 자식 사이의 대소 관계를 유지하는 완전 이진 트리 기반 자료구조입니다.,"의미: 힙은 데이터를 어떤 모양으로 저장해야 삽입, 삭제, 탐색, 순회가 효율적인지 결정하는 자료 표현 방식입니다. 연산별 비용과 메모리 사용 특성을 함께 봐야 합니다. 동작/활용: 실무와 시험에서는 입력 크기, 시간복잡도, 공간복잡도, 구현 난이도를 비교해 적절한 방법을 선택하는 기준이 됩니다.","[[덱]], [[우선순위 큐]], [[최대 힙]], [[최소 힙]], [[시간 복잡도]]",05-08-산업은행-기출.md; 09-03-정렬과-탐색.md; 05-14-10-한국은행-2024-컴퓨터공학-학술-파트-I.md,"자료구조·알고리즘 문제에서는 힙의 정의만 쓰지 말고 관련 개념(덱, 우선순위 큐, 최대 힙)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-124,동형암호,Homomorphic Encryption,금융IT·신기술,H,ㄷ,암호화된 데이터를 복호화하지 않고 연산해도 평문 연산 결과와 대응되는 암호 기술입니다.,"의미: 동형암호는 금융 서비스와 보안에 새롭게 적용될 수 있는 신기술 개념입니다. 실제 도입 시 성능, 신뢰성, 규제 수용성을 함께 검토해야 합니다. 동작/활용: 실무에서는 금융 안정성, 보안, 규제 준수, 이용자 보호와 기술 효율성을 함께 판단하는 기준이 됩니다.","[[양자컴퓨팅]], [[양자내성암호]], [[영지식 증명]], [[전자금융]], [[지급결제]]",보강 개념(페이지 직접 언급 없음),"금융IT·신기술 문제에서는 동형암호의 정의만 쓰지 말고 관련 개념(양자컴퓨팅, 양자내성암호, 영지식 증명)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-125,HRN,HRN,운영체제,H,H,대기 시간과 서비스 시간을 함께 고려한 응답률이 높은 작업을 먼저 실행하는 방식입니다.,"의미: HRN는 CPU를 기다리는 작업들 사이에서 실행 순서와 시간을 정하는 기준입니다. 공정성, 응답 시간, 처리량, 문맥 교환 비용이 어떻게 달라지는지를 함께 봐야 합니다. 동작/활용: 실무에서는 서버 성능 진단, 동시성 버그 분석, 메모리 부족과 I/O 병목 해결에서 이 개념이 중요합니다.","[[SJF]], [[SRTF]], [[Round Robin]], [[우선순위 스케줄링]], [[프로세스]]",05-09-운영체제-기출-모음.md; 06-02-02-선점형과-비선점형.md; 06-02-00-CPU-스케줄링.md,"운영체제 문제에서는 HRN의 정의만 쓰지 말고 관련 개념(SJF, SRTF, Round Robin)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-126,HTTPS,HTTPS,네트워크,H,H,"HTTP에 TLS 암호화를 적용해 기밀성, 무결성, 서버 인증을 제공하는 보안 웹 프로토콜입니다.","의미: HTTPS는 사용자가 체감하는 웹·응용 서비스 통신을 가능하게 하는 프로토콜 또는 상태 관리 개념입니다. 요청·응답, 이름 해석, 암호화, 세션 유지 중 어떤 역할인지로 이해합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[Slow Start]], [[HTTP]], [[DNS]], [[재귀 질의]], [[TCP]]",07-01-02-키와-무결성.md; 14-컴퓨터구조-심화.md; 04-IT-필기-핵심정리.md,"네트워크 문제에서는 HTTPS의 정의만 쓰지 말고 관련 개념(Slow Start, HTTP, DNS)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-127,하이브리드 클라우드,Hybrid Cloud,클라우드·분산시스템,H,ㅎ,퍼블릭 클라우드와 프라이빗 클라우드를 함께 연결해 사용하는 구성입니다.,"의미: 하이브리드 클라우드는 컴퓨팅 자원을 물리 장비에 직접 묶지 않고 필요한 만큼 배치·확장·격리해 쓰는 인프라 개념입니다. 누가 어느 계층까지 관리하는지가 중요합니다. 동작/활용: 실무에서는 장애가 발생해도 서비스가 계속 동작하도록 확장, 복구, 배포, 관측 구조를 설계하는 데 쓰입니다.","[[퍼블릭 클라우드]], [[프라이빗 클라우드]], [[오토스케일링]], [[서버리스]], [[분산 시스템]]",04-02-프로그래밍-SQL-분산-클라우드.md; 05-07-금융감독원-기출.md,"클라우드·분산시스템 문제에서는 하이브리드 클라우드의 정의만 쓰지 말고 관련 개념(퍼블릭 클라우드, 프라이빗 클라우드, 오토스케일링)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-128,HTTP,Hypertext Transfer Protocol,네트워크,H,H,웹 클라이언트와 서버가 요청과 응답 메시지로 자원을 주고받는 응용 계층 프로토콜입니다.,"의미: HTTP는 사용자가 체감하는 웹·응용 서비스 통신을 가능하게 하는 프로토콜 또는 상태 관리 개념입니다. 요청·응답, 이름 해석, 암호화, 세션 유지 중 어떤 역할인지로 이해합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[AIMD]], [[Slow Start]], [[HTTPS]], [[DNS]], [[TCP]]",07-01-02-키와-무결성.md; 14-컴퓨터구조-심화.md; 04-IT-필기-핵심정리.md,"네트워크 문제에서는 HTTP의 정의만 쓰지 말고 관련 개념(AIMD, Slow Start, HTTPS)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-129,하이퍼바이저,Hypervisor,클라우드·분산시스템,H,ㅎ,물리 서버 위에서 여러 가상 머신을 생성하고 격리해 실행하는 소프트웨어 계층입니다.,"의미: 하이퍼바이저는 컴퓨팅 자원을 물리 장비에 직접 묶지 않고 필요한 만큼 배치·확장·격리해 쓰는 인프라 개념입니다. 누가 어느 계층까지 관리하는지가 중요합니다. 동작/활용: 실무에서는 장애가 발생해도 서비스가 계속 동작하도록 확장, 복구, 배포, 관측 구조를 설계하는 데 쓰입니다.","[[클라우드 컴퓨팅]], [[가상화]], [[VM]], [[컨테이너]], [[분산 시스템]]",05-03-대구은행-기출.md; 05-14-08-한국은행-2023-컴퓨터공학-학술-파트-I.md; 04-05-자료구조-알고리즘-DB-금융IT.md,"클라우드·분산시스템 문제에서는 하이퍼바이저의 정의만 쓰지 말고 관련 개념(클라우드 컴퓨팅, 가상화, VM)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-130,IaaS,IaaS,클라우드·분산시스템,I,I,"서버, 스토리지, 네트워크 같은 인프라 자원을 서비스로 제공하는 클라우드 모델입니다.","의미: IaaS는 컴퓨팅 자원을 물리 장비에 직접 묶지 않고 필요한 만큼 배치·확장·격리해 쓰는 인프라 개념입니다. 누가 어느 계층까지 관리하는지가 중요합니다. 동작/활용: 실무에서는 장애가 발생해도 서비스가 계속 동작하도록 확장, 복구, 배포, 관측 구조를 설계하는 데 쓰입니다.","[[Kubernetes]], [[오케스트레이션]], [[PaaS]], [[SaaS]], [[분산 시스템]]",04-02-프로그래밍-SQL-분산-클라우드.md; 05-03-대구은행-기출.md; 17-클라우드-분산-시스템-심화.md,"클라우드·분산시스템 문제에서는 IaaS의 정의만 쓰지 말고 관련 개념(Kubernetes, 오케스트레이션, PaaS)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-131,ICMP,ICMP,네트워크,I,I,IP 통신 중 오류 보고와 진단 메시지를 전달하는 네트워크 제어 프로토콜입니다.,"의미: ICMP는 패킷이 출발지에서 목적지까지 도달하도록 주소를 정하고 경로를 찾는 데 쓰이는 개념입니다. 같은 네트워크 안의 전달인지, 다른 네트워크로의 전달인지 구분해야 합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[BGP]], [[NAT]], [[Ping]], [[TCP]], [[IP]]",05-14-15-한국은행-2025-컴퓨터공학-학술-5-데이터-통신.md; 05-06-예탁결제원-기출.md; 08-01-OSI와-TCP-IP.md,"네트워크 문제에서는 ICMP의 정의만 쓰지 말고 관련 개념(BGP, NAT, Ping)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-132,멱등성,Idempotency,클라우드·분산시스템,I,ㅁ,같은 요청을 여러 번 수행해도 결과가 한 번 수행한 것과 같게 유지되는 성질입니다.,"의미: 멱등성은 여러 노드에 데이터와 처리가 나뉘었을 때 정확성, 가용성, 장애 허용성 사이의 선택을 설명하는 분산 시스템 개념입니다. 네트워크 실패를 전제로 이해해야 합니다. 동작/활용: 실무에서는 장애가 발생해도 서비스가 계속 동작하도록 확장, 복구, 배포, 관측 구조를 설계하는 데 쓰입니다.","[[2PC]], [[사가 패턴]], [[장애 격리]], [[서킷 브레이커]], [[분산 시스템]]",15-2-결제-인프라.md; 20-3-금융결제원-면접.md,"클라우드·분산시스템 문제에서는 멱등성의 정의만 쓰지 말고 관련 개념(2PC, 사가 패턴, 장애 격리)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-133,IDS,IDS,보안,I,I,네트워크나 호스트에서 침입 징후를 탐지하고 경고를 발생시키는 침입 탐지 시스템입니다.,"의미: IDS는 보안 사고를 예방하거나 탐지하고 대응하기 위한 통제·운영 개념입니다. 공격을 막는 것인지, 발견하는 것인지, 위험을 평가하는 것인지 구분합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[키 스트레칭]], [[방화벽]], [[IPS]], [[SIEM]], [[인증]]",07-01-02-키와-무결성.md; 14-컴퓨터구조-심화.md; 05-08-산업은행-기출.md,"보안 문제에서는 IDS의 정의만 쓰지 말고 관련 개념(키 스트레칭, 방화벽, IPS)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-134,인덱스,Index,데이터베이스,I,ㅇ,검색 조건에 맞는 행을 빠르게 찾기 위해 테이블의 키 값과 위치 정보를 별도로 저장한 자료구조입니다.,"의미: 인덱스는 테이블 전체를 매번 훑지 않고 원하는 행을 더 빨리 찾기 위한 접근 경로 또는 그 구조입니다. 조회 속도 향상과 저장·갱신 비용 증가 사이의 균형을 이해해야 합니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[REDO]], [[체크포인트]], [[B-트리]], [[B+트리]], [[SQL]]",05-08-산업은행-기출.md; 04-02-프로그래밍-SQL-분산-클라우드.md; 02-01-기본-전제와-일정.md,"데이터베이스 문제에서는 인덱스의 정의만 쓰지 말고 관련 개념(REDO, 체크포인트, B-트리)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-135,정보보호,Information Security,보안,I,ㅈ,"정보 자산의 기밀성, 무결성, 가용성을 유지하기 위해 기술적·관리적·물리적 통제를 적용하는 활동입니다.",의미: 정보보호는 정보 자산을 보호하기 위해 공격 가능성과 방어 통제를 함께 설명하는 보안 개념입니다. 어떤 보안 속성을 지키는지가 핵심입니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.,"[[기밀성]], [[무결성]], [[인증]], [[암호화]], [[접근통제]]",05-14-02-한국은행-2019-컴퓨터공학-학술-파트-II.md; 02-11-한국은행-컴퓨터공학-직렬-입행-수기.md; 05-14-한국은행-기출.md,"보안 문제에서는 정보보호의 정의만 쓰지 말고 관련 개념(기밀성, 무결성, 인증)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-136,상속,Inheritance,프로그래밍 언어,I,ㅅ,기존 클래스의 속성과 동작을 새 클래스가 물려받아 재사용하고 확장하는 기능입니다.,의미: 상속은 코드에서 데이터와 동작을 어떤 추상화 단위로 묶고 재사용할지 설명하는 객체지향 개념입니다. 선언 구조와 실행 시 실제 호출 대상의 차이를 구분해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[객체]], [[캡슐화]], [[다형성]], [[추상화]], [[컴파일러]]",04-02-프로그래밍-SQL-분산-클라우드.md; 05-14-12-한국은행-2025-컴퓨터공학-학술-2-프로그래밍-언어-객체지향-개념.md; 05-03-대구은행-기출.md,"프로그래밍 언어 문제에서는 상속의 정의만 쓰지 말고 관련 개념(객체, 캡슐화, 다형성)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-137,입력 검증,Input Validation,보안,I,ㅇ,"외부 입력값이 형식, 길이, 범위, 허용 문자 조건을 만족하는지 확인하는 보안 처리입니다.","의미: 입력 검증은 보안 사고를 예방하거나 탐지하고 대응하기 위한 통제·운영 개념입니다. 공격을 막는 것인지, 발견하는 것인지, 위험을 평가하는 것인지 구분합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[TLS]], [[보안 코딩]], [[출력 인코딩]], [[최소 권한 원칙]], [[인증]]",10-03-01-XSS-SQL-Injection.md,"보안 문제에서는 입력 검증의 정의만 쓰지 말고 관련 개념(TLS, 보안 코딩, 출력 인코딩)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-138,통합 테스트,Integration Test,소프트웨어공학,I,ㅌ,개별 모듈을 결합했을 때 인터페이스와 데이터 흐름이 올바르게 동작하는지 검증하는 테스트입니다.,의미: 통합 테스트는 소프트웨어가 기대한 기능과 품질을 만족하는지 결함을 찾아 확인하는 검증 개념입니다. 무엇을 기준으로 테스트 케이스를 고르는지가 핵심 차입니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.,"[[테스트]], [[단위 테스트]], [[시스템 테스트]], [[인수 테스트]], [[형상 관리]]",11-02-02-단위-통합-인수테스트.md; 11-02-01-블랙박스와-화이트박스.md; 04-05-자료구조-알고리즘-DB-금융IT.md,"소프트웨어공학 문제에서는 통합 테스트의 정의만 쓰지 말고 관련 개념(테스트, 단위 테스트, 시스템 테스트)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-139,무결성,Integrity,데이터베이스,I,ㅁ,정보가 허가 없이 변경·삭제·위조되지 않고 정확하고 완전한 상태를 유지하는 보안 속성입니다.,"의미: 무결성은 관계형 데이터 모델에서 데이터를 어떤 단위로 표현하고 제약을 어떻게 유지할지 설명하는 기본 개념입니다. 행·열·값·구조 중 어느 층위를 말하는지 구분하는 것이 핵심입니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[외래키]], [[복합키]], [[개체 무결성]], [[참조 무결성]], [[SQL]]",07-01-02-키와-무결성.md; 19-4-예탁결제원-자소서.md; 05-04-금융결제원-기출.md,"데이터베이스 문제에서는 무결성의 정의만 쓰지 말고 관련 개념(외래키, 복합키, 개체 무결성)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-140,인터프리터,Interpreter,프로그래밍 언어,I,ㅇ,소스코드를 한 줄 또는 구문 단위로 해석해 즉시 실행하는 프로그램입니다.,의미: 인터프리터는 사람이 쓴 코드가 실행 가능한 형태가 되기까지의 번역·적재·실행 과정을 설명하는 개념입니다. 컴파일 시점과 실행 시점 중 어디에서 일어나는지 확인해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[프로그래밍 언어]], [[컴파일러]], [[어셈블러]], [[링커]], [[객체]]",04-02-프로그래밍-SQL-분산-클라우드.md,"프로그래밍 언어 문제에서는 인터프리터의 정의만 쓰지 말고 관련 개념(프로그래밍 언어, 컴파일러, 어셈블러)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-141,IP,IP,네트워크,I,I,패킷에 주소를 붙여 목적지까지 라우팅하는 네트워크 계층 프로토콜입니다.,"의미: IP는 패킷이 출발지에서 목적지까지 도달하도록 주소를 정하고 경로를 찾는 데 쓰이는 개념입니다. 같은 네트워크 안의 전달인지, 다른 네트워크로의 전달인지 구분해야 합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[ARP]], [[RARP]], [[IPv4]], [[IPv6]], [[TCP]]",05-14-06-한국은행-2022-컴퓨터공학-학술-파트-I.md; 05-08-산업은행-기출.md; 04-02-프로그래밍-SQL-분산-클라우드.md,"네트워크 문제에서는 IP의 정의만 쓰지 말고 관련 개념(ARP, RARP, IPv4)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-142,IPS,IPS,보안,I,I,침입 징후를 탐지한 뒤 악성 트래픽 차단 같은 대응까지 수행하는 침입 방지 시스템입니다.,"의미: IPS는 보안 사고를 예방하거나 탐지하고 대응하기 위한 통제·운영 개념입니다. 공격을 막는 것인지, 발견하는 것인지, 위험을 평가하는 것인지 구분합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[방화벽]], [[IDS]], [[SIEM]], [[로그 감사]], [[인증]]",05-08-산업은행-기출.md; 05-14-17-한국은행-2025-컴퓨터공학-학술-7-네트워크-보안.md; 05-14-02-한국은행-2019-컴퓨터공학-학술-파트-II.md,"보안 문제에서는 IPS의 정의만 쓰지 말고 관련 개념(방화벽, IDS, SIEM)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-143,IPv4,IPv4,네트워크,I,I,32비트 주소 체계를 사용하는 인터넷 프로토콜 버전입니다.,"의미: IPv4는 패킷이 출발지에서 목적지까지 도달하도록 주소를 정하고 경로를 찾는 데 쓰이는 개념입니다. 같은 네트워크 안의 전달인지, 다른 네트워크로의 전달인지 구분해야 합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[RARP]], [[IP]], [[IPv6]], [[서브넷]], [[TCP]]",04-04-네트워크-프로토콜-보안.md; 08-04-라우팅과-서브넷.md; 08-01-OSI와-TCP-IP.md,"네트워크 문제에서는 IPv4의 정의만 쓰지 말고 관련 개념(RARP, IP, IPv6)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-144,IPv6,IPv6,네트워크,I,I,128비트 주소 체계를 사용해 IPv4 주소 부족을 해결한 인터넷 프로토콜 버전입니다.,"의미: IPv6는 패킷이 출발지에서 목적지까지 도달하도록 주소를 정하고 경로를 찾는 데 쓰이는 개념입니다. 같은 네트워크 안의 전달인지, 다른 네트워크로의 전달인지 구분해야 합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[IP]], [[IPv4]], [[서브넷]], [[서브넷 마스크]], [[TCP]]",04-04-네트워크-프로토콜-보안.md; 05-14-16-한국은행-2025-컴퓨터공학-학술-6-DNS.md; 05-14-04-한국은행-2021-컴퓨터공학-학술-파트-I.md,"네트워크 문제에서는 IPv6의 정의만 쓰지 말고 관련 개념(IP, IPv4, 서브넷)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-145,ISA,ISA,컴퓨터구조,I,I,"소프트웨어가 하드웨어를 사용할 때 보이는 명령어, 레지스터, 주소 지정 방식의 규약입니다.","의미: ISA는 CPU가 명령어를 읽고 해석해 실제 연산으로 바꾸는 과정에서 필요한 하드웨어 개념입니다. 데이터가 어느 레지스터와 경로를 지나가는지 이해하는 데 쓰입니다. 동작/활용: 실무에서는 성능 병목, 캐시 효율, 병렬화 한계, 하드웨어 자원 사용량을 설명하는 근거가 됩니다.","[[CISC]], [[RISC]], [[주소 지정 방식]], [[즉시 주소 지정]], [[CPU]]",14-3-명령어-세트.md,"컴퓨터구조 문제에서는 ISA의 정의만 쓰지 말고 관련 개념(CISC, RISC, 주소 지정 방식)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-146,Java,Java,프로그래밍 언어,J,J,객체지향 언어로 JVM 위에서 바이트코드를 실행해 플랫폼 독립성을 제공합니다.,의미: Java는 프로그램이 작성되고 실행되는 규칙이나 표현 방식을 설명하는 언어 개념입니다. 문법 자체보다 실행 시점의 동작과 메모리·타입 효과를 함께 이해해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[고차 함수]], [[불변성]], [[JVM]], [[바이트코드]], [[컴파일러]]",05-08-산업은행-기출.md; 04-02-프로그래밍-SQL-분산-클라우드.md; 10-03-01-XSS-SQL-Injection.md,"프로그래밍 언어 문제에서는 Java의 정의만 쓰지 말고 관련 개념(고차 함수, 불변성, JVM)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-147,JIT 컴파일,JIT Compilation,프로그래밍 언어,J,J,실행 중 자주 쓰이는 바이트코드를 기계어로 컴파일해 성능을 높이는 기법입니다.,의미: JIT 컴파일은 사람이 쓴 코드가 실행 가능한 형태가 되기까지의 번역·적재·실행 과정을 설명하는 개념입니다. 컴파일 시점과 실행 시점 중 어디에서 일어나는지 확인해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[JVM]], [[바이트코드]], [[C 언어]], [[static 변수]], [[컴파일러]]",보강 개념(페이지 직접 언급 없음),"프로그래밍 언어 문제에서는 JIT 컴파일의 정의만 쓰지 말고 관련 개념(JVM, 바이트코드, C 언어)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-148,JOIN,JOIN,데이터베이스,J,J,두 개 이상의 테이블을 관련 열이나 조건을 기준으로 결합해 조회하는 SQL 연산입니다.,"의미: JOIN는 데이터베이스에 원하는 구조나 결과를 요청하기 위한 명령·절·객체에 해당합니다. 어떤 데이터를 만들고, 고르고, 묶고, 연결하고, 제어하는지로 의미를 구분하면 됩니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[HAVING]], [[ORDER BY]], [[서브쿼리]], [[뷰]], [[SQL]]",05-05-SGI서울보증-기출.md; 02-01-기본-전제와-일정.md; 13-01-00-SQL-기본.md,"데이터베이스 문제에서는 JOIN의 정의만 쓰지 말고 관련 개념(HAVING, ORDER BY, 서브쿼리)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-149,JVM,JVM,프로그래밍 언어,J,J,Java 바이트코드를 실행하고 메모리 관리와 런타임 서비스를 제공하는 가상 머신입니다.,의미: JVM는 사람이 쓴 코드가 실행 가능한 형태가 되기까지의 번역·적재·실행 과정을 설명하는 개념입니다. 컴파일 시점과 실행 시점 중 어디에서 일어나는지 확인해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[불변성]], [[Java]], [[바이트코드]], [[JIT 컴파일]], [[컴파일러]]",05-08-산업은행-기출.md,"프로그래밍 언어 문제에서는 JVM의 정의만 쓰지 말고 관련 개념(불변성, Java, 바이트코드)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-150,Kafka,Kafka,클라우드·분산시스템,K,K,대용량 이벤트 스트림을 분산 로그로 저장하고 발행·구독 방식으로 처리하는 플랫폼입니다.,"의미: Kafka는 여러 서비스가 느슨하게 연결되어 통신하고 확장되도록 만드는 아키텍처 개념입니다. 동기 호출인지 비동기 메시징인지, 장애가 어떻게 전파되는지 봐야 합니다. 동작/활용: 실무에서는 장애가 발생해도 서비스가 계속 동작하도록 확장, 복구, 배포, 관측 구조를 설계하는 데 쓰입니다.","[[로드 밸런싱]], [[메시지 큐]], [[RabbitMQ]], [[이벤트 기반 아키텍처]], [[분산 시스템]]",17-클라우드-분산-시스템-심화.md; 17-4-메시지-큐.md; 03-08-한국은행-컴퓨터공학-면접-질문-2025.md,"클라우드·분산시스템 문제에서는 Kafka의 정의만 쓰지 말고 관련 개념(로드 밸런싱, 메시지 큐, RabbitMQ)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
